,Title,Skills,Level,Link
370,Linear Algebra for Machine Learning and Data Science," Linear Algebra, Dimensionality Reduction, Mathematical Software, Machine Learning Methods, Data Transformation, Data Manipulation, Applied Mathematics, Machine Learning, Python Programming, Algebra, Image Analysis",Intermediate,https://www.coursera.org/learn/machine-learning-linear-algebra
371,Contabilidad para no contadores ," Financial Accounting, Balance Sheet, Financial Reporting, Financial Statements, Accounting, Income Statement, Standard Accounting Practices, Financial Statement Analysis, Generally Accepted Accounting Principles (GAAP), Cash Flows, Accounting Records, Registration, Financial Analysis, Equities",Beginner,https://www.coursera.org/learn/contabilidad
372,"Professional Cloud Architect Part 2: AI, Security, & Ops"," Kubernetes, Infrastructure as Code (IaC), Application Performance Management, Terraform, Generative AI, Identity and Access Management, Generative AI Agents, Google Gemini, Google Cloud Platform, Metadata Management, Data Sharing, Data Pipelines, Cloud-Native Computing, Cloud Development, Generative Model Architectures, Serverless Computing, Cloud Security, Cloud Computing Architecture, Dashboard Creation, MLOps (Machine Learning Operations)",Advanced,https://www.coursera.org/specializations/professional-cloud-architect-part-2-ai-security-ops
373,Accounting Assistant," Accounts Payable and Receivable, Accounts Payable, Bookkeeping, Generally Accepted Accounting Principles (GAAP), Cash Flow Forecasting, Month End Closing, Balancing (Ledger/Billing), Payroll Tax, Financial Statements, Process Analysis, Audit Working Papers, Accounting, Accounting Software, Reconciliation, Invoicing, General Ledger, Microsoft Excel, Payroll Processing, Internal Auditing, Variance Analysis",Beginner,https://www.coursera.org/professional-certificates/accounting-assistant
374,Reinforcement Learning," Reinforcement Learning, Machine Learning Methods, Machine Learning, Sampling (Statistics), Machine Learning Algorithms, Artificial Intelligence, Deep Learning, Systems Development, Simulations, Solution Architecture, Agentic systems, Feature Engineering, Model Training, Artificial Intelligence and Machine Learning (AI/ML), Markov Model, Decision Intelligence, Supervised Learning, Algorithms, Model Evaluation, Applied Machine Learning",Intermediate,https://www.coursera.org/specializations/reinforcement-learning
375,Generative AI for Executives and Business Leaders," Prompt Engineering, Prompt Engineering Tools, Responsible AI, Generative AI, Data Ethics, AI Product Strategy, Competitive Intelligence, AI Enablement, Artificial Intelligence, Risk Analysis, Hybrid Cloud Computing, Business Leadership, Risk Mitigation, Strategic Thinking, Data Management, Strategic Leadership, Law, Regulation, and Compliance, Data Strategy, AI literacy, Brainstorming",Intermediate,https://www.coursera.org/specializations/generative-ai-for-executives-and-business-leaders
376,Generative AI in Adobe Creative Cloud," Photo Editing, Adobe Illustrator, Adobe Express, Adobe Photoshop, Typography, Responsible AI, AI powered creativity, Color Theory, Generative AI, Graphic and Visual Design, Graphic and Visual Design Software, Graphic Design, Photography, Visual Storytelling, Data Ethics, Design, Creative Design, Digital Design, Branding, Storytelling",Beginner,https://www.coursera.org/specializations/generative-ai-in-adobe-creative-cloud
377,Build Wireframes and Low-Fidelity Prototypes," Storyboarding, Wireframing, Information Architecture, Figma (Design Software), User Story, User Experience Design, User Experience, Prototyping, User Interface and User Experience (UI/UX) Design, User Interface (UI), Persona (User Experience), Interactive Design, User Research, Design Elements And Principles",Beginner,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes
378,An Introduction to American Law," Civil Procedures, Civil Law, Personal Injury Law, Lawsuits, Court Systems, Legal Proceedings, Political Sciences, Litigation and Civil Justice, Plaintiff, Case Law, Law, Regulation, and Compliance, Case Studies, Governance",Beginner,https://www.coursera.org/learn/american-law
379,From Likes to Leads: Interact with Customers Online," Social Media Marketing, Social Media Strategy, Paid media, Social Media Management, Social Media Content, Social Media Campaigns, Content Creation, Drive Engagement, Digital Media Strategy, Content Performance Analysis, Content Scheduling, Driving engagement, Digital Advertising, Advertising Campaigns, Customer Engagement, Brand Awareness, Advertising, Brand Management, Marketing Analytics, Branding",Beginner,https://www.coursera.org/learn/from-likes-to-leads
380,Anatomy," Sensory Systems Analysis, Human Musculoskeletal System, Anatomy, Endocrinology, Pulmonology, Cardiology, Respiration, Hematology, Obstetrics And Gynecology, Orthopedics, Neurology, Hemodynamics, Nephrology, Kinesiology, Physiology, Urology, Pathology, Immunology, Cell Biology, Biology",Beginner,https://www.coursera.org/specializations/anatomy
381,Clinical Trials Operations," Clinical Data Management, Clinical Trials, Clinical Monitoring, Sample Size Determination, Clinical Research Ethics, Clinical Research, Data Quality, Healthcare Ethics, Quality Assurance, Clinical Trial Management Systems, Good Clinical Practices (GCP), Case Report Forms, Institutional Review Board (IRB), Data Maintenance, Data Cleansing, Data Management, Regulatory Compliance, Data Integrity, Informed Consent, Data Collection",Beginner,https://www.coursera.org/specializations/clinical-trials-operations
382,Leading People and Teams," Talent Management, Goal Setting, Team Building, Teamwork, Team Management, Talent Pipelining, Influencing, Team Motivation, Visionary, Team Leadership, People Development, Performance Appraisal, Management Training And Development, Team Performance Management, Motivational Skills, Smart Goals, Interviewing Skills, Persuasive Communication, Leadership, Leadership Development",Beginner,https://www.coursera.org/specializations/leading-teams
383,The science of mind and decision making," Childhood Education and Development, Human Learning, Child Development, Psychology, Empathy & Emotional Intelligence, Sensory Systems Analysis, Teaching, Decision Making, Learning Theory, Instructional Strategies, K-12 pedagogy, Pedagogy, Learning Strategies, Developmental Disabilities, Empathy, Neurology, Magnetic Resonance Imaging, Electrophysiology, Human Development, Decision Intelligence",Beginner,https://www.coursera.org/specializations/the-science-of-mind-and-decision-making
384,Excel and Copilot Fundamentals," Prompt Engineering, Excel Formulas, Microsoft Copilot, Microsoft Excel, Data Visualization, Data Analysis, Data Entry, Data Analysis Software, Microsoft Office, Spreadsheet Software, Data Manipulation, User Interface (UI)",Beginner,https://www.coursera.org/learn/excel-and-copilot-fundamentals
385,Preparatory Certificate in Finance and Financial Markets," Environmental Social And Corporate Governance (ESG), Financial Statement Analysis, Annual Reports, Mergers & Acquisitions, Income Statement, Financial Statements, Financial Analysis, Business Valuation, Banking Services, Credit Risk, Loans, Capital Expenditure, Corporate Finance, Banking, Accounting, Capital Markets, Enterprise Risk Management (ERM), Balance Sheet, Financial Trading, Wealth Management",Beginner,https://www.coursera.org/specializations/finance-and-financial-markets
386,Introduction to Clinical Data," Feature Engineering, Data Ethics, Healthcare Ethics, Clinical Research, Clinical Data Management, Health Informatics, Medical Records, Unstructured Data, Data Mining, Electronic Medical Record, Data Transformation, Data Collection, Data Preprocessing, Health Disparities, Text Mining, Responsible AI, Data Processing, Medical Imaging",Beginner,https://www.coursera.org/learn/introduction-clinical-data
387,Google Cloud Cybersecurity," Cloud Security, Identity and Access Management, Intrusion Detection and Prevention, Incident Response, Computer Security Incident Management, Threat Management, Cyber Threat Hunting, Risk Management Framework, Cyber Attacks, Cybersecurity, Cyber Operations, Vulnerability Management, Continuous Monitoring, Security Management, Generative AI, DevSecOps, Cloud Standards, Cloud Storage, Large Language Modeling, Google Cloud Platform",Beginner,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate
388,Google Data Analytics Capstone: Complete a Case Study," LinkedIn, Data Analysis, Data Processing, Spreadsheet Software, Case Studies, Analysis, Analytics, Analytical Skills, Interviewing Skills, AI Enablement, Data Visualization Software, Artificial Intelligence, Portfolio Management, Data Cleansing, Data Visualization, Web Presence, Presentations",Beginner,https://www.coursera.org/learn/google-data-analytics-capstone
389,Introduction to Generative AI ," Generative AI, Google Gemini, AI literacy, Google Cloud Platform, Artificial Intelligence, Machine Learning Methods, Deep Learning, Large Language Modeling",Beginner,https://www.coursera.org/learn/introduction-to-generative-ai
390,Vibe Coding Essentials - Build Apps with AI," Model Context Protocol, GitHub Copilot, Claude Code, Vibe coding, AI Workflows, Anthropic Claude, AI Integrations, Hypertext Markup Language (HTML), Web Applications, Generative AI Agents, Tool Calling, Web Design and Development, GitHub, Context Management, OpenAI API, Agentic Workflows, Prompt Engineering, Web Development, Generative AI, Software Engineering",Beginner,https://www.coursera.org/specializations/vibe-coding
391,Introduction to Data Analytics," Data Storytelling, Data Wrangling, Data Presentation, Big Data, Interactive Data Visualization, Data Analysis, Statistical Visualization, Data Cleansing, Apache Hadoop, Statistical Analysis, Data Visualization, Data Import/Export, Apache Hive, Data Mart, Data Processing, Data Warehousing, Data Transformation, Apache Spark, Data Science, Microsoft Excel",Beginner,https://www.coursera.org/learn/introduction-to-data-analytics
